Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,is_exited,,,,,,,,,,,
Aiden Le,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,55,24-12-1994,"$99,774.00",0%,United States,Austin,,NO,,,,,,,,,,,
Christopher Lim,Director,IT,Research & Development,Male,Asian,55,13-03-2007,"$1,84,648",24%,China,Shanghai,,NO,,,,,,,,,,,
James Castillo,Vice President,IT,Manufacturing,Male,Latino,51,19-07-2001,"$2,47,874",33%,Brazil,Manaus,,NO,,,,,,,,,,,
Greyson Dang,Development Engineer,Engineering,Manufacturing,Male,Asian,60,05-11-2009,"$62,239.00",0%,China,Beijing,,NO,,,,,,,,,,,
Hannah King,Manager,Accounting,Speciality Products,Female,Caucasian,31,10-07-2014,"$1,14,911",7%,United States,Chicago,,NO,,,,,,,,,,,
Wesley Dominguez,Engineering Manager,Engineering,Corporate,Male,Latino,45,27-04-2018,"$1,15,490",12%,United States,Chicago,,NO,,,,,,,,,,,
Dominic Hu,Manager,Accounting,Speciality Products,Male,Asian,34,13-02-2012,"$1,18,708",7%,China,Shanghai,,NO,,,,,,,,,,,
Nora Park,Director,Accounting,Speciality Products,Female,Asian,29,28-06-2017,"$1,97,649",20%,United States,Columbus,,NO,,,,,,,,,,,
Audrey Hwang,Sr. Analyst,Accounting,Speciality Products,Female,Asian,45,17-06-2020,"$89,841.00",0%,China,Beijing,,NO,,,,,,,,,,,
Ella Jenkins,Analyst II,Finance,Speciality Products,Female,Caucasian,52,20-12-2019,"$61,026.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Peyton Owens,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,48,25-09-2014,"$96,693.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Alice Lopez,Test Engineer,Engineering,Speciality Products,Female,Latino,48,27-06-2009,"$82,907.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Dominic Le,Vice President,Marketing,Corporate,Male,Asian,41,10-04-2014,"$2,57,194",35%,China,Chongqing,,NO,,,,,,,,,,,
Ezra Ortiz,Quality Engineer,Engineering,Research & Development,Male,Latino,41,21-01-2012,"$94,658.00",0%,United States,Miami,,NO,,,,,,,,,,,
Grayson Luu,Quality Engineer,Engineering,Research & Development,Male,Asian,55,30-04-2011,"$89,419.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Brooks Stewart,HRIS Analyst,Human Resources,Manufacturing,Male,Black,45,19-12-2015,"$51,983.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Naomi Xi,Director,Finance,Corporate,Female,Asian,53,17-02-2002,"$1,79,494",20%,China,Chongqing,,NO,,,,,,,,,,,
Silas Estrada,IT Systems Architect,IT,Corporate,Male,Latino,49,24-06-2016,"$68,426.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Skylar Ayala,Sr. Manger,Finance,Corporate,Female,Latino,55,02-06-2017,"$1,44,986",12%,United States,Phoenix,,NO,,,,,,,,,,,
Lydia Huynh,Account Representative,Sales,Speciality Products,Female,Asian,45,16-08-2000,"$60,113.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Hazel Cortez,HRIS Analyst,Human Resources,Research & Development,Female,Latino,52,18-04-2021,"$50,548.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Everleigh Adams,Analyst II,Marketing,Manufacturing,Female,Caucasian,33,14-03-2020,"$68,846.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Layla Salazar,Solutions Architect,IT,Corporate,Female,Latino,59,19-03-2014,"$90,901.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Willow Chen,Manager,Accounting,Corporate,Female,Asian,50,09-03-2012,"$1,02,033",8%,United States,Austin,,NO,,,,,,,,,,,
Penelope Griffin,Director,Sales,Manufacturing,Female,Caucasian,61,23-01-2021,"$1,51,783",26%,United States,Seattle,,NO,,,,,,,,,,,
Lillian Romero,Director,Engineering,Corporate,Female,Latino,27,12-07-2018,"$1,70,164",17%,United States,Austin,,NO,,,,,,,,,,,
Stella Wu,Sr. Manger,Marketing,Speciality Products,Female,Asian,35,20-02-2014,"$1,55,905",14%,United States,Phoenix,,NO,,,,,,,,,,,
Parker Vang,Analyst,Sales,Corporate,Male,Asian,40,17-12-2016,"$50,733.00",0%,United States,Miami,,NO,,,,,,,,,,,
Mila Roberts,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,30,26-01-2017,"$88,663.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Isaac Liu,Field Engineer,Engineering,Manufacturing,Male,Asian,60,13-10-1992,"$88,213.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Jacob Doan,Analyst II,Sales,Speciality Products,Male,Asian,55,08-02-2021,"$67,130.00",0%,United States,Miami,,NO,,,,,,,,,,,
Raelynn Ma,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,10-08-2015,"$94,876.00",0%,United States,Miami,,NO,,,,,,,,,,,
Jameson Juarez,Development Engineer,Engineering,Speciality Products,Male,Latino,62,10-09-1994,"$98,230.00",0%,United States,Miami,,NO,,,,,,,,,,,
Everleigh Shah,Test Engineer,Engineering,Research & Development,Female,Asian,36,14-12-2018,"$96,757.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Alexander Foster,Analyst II,Marketing,Manufacturing,Male,Black,35,07-03-2020,"$51,513.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Ryan Ha,Vice President,Marketing,Corporate,Male,Asian,60,27-01-2007,"$2,34,311",37%,United States,Miami,,NO,,,,,,,,,,,
Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,Female,Latino,45,22-05-2011,"$1,52,353",14%,United States,Seattle,,NO,,,,,,,,,,,
Layla Scott,Sr. Manger,Accounting,Speciality Products,Female,Caucasian,48,30-07-2010,"$1,24,774",12%,United States,Phoenix,,NO,,,,,,,,,,,
Leah Khan,Director,Marketing,Corporate,Female,Asian,36,13-09-2010,"$1,57,070",28%,China,Chongqing,,NO,,,,,,,,,,,
Mason Jimenez,Sr. Manger,Finance,Speciality Products,Male,Latino,44,08-08-2019,"$1,30,133",15%,United States,Austin,18-05-2022, YES,,,,,,,,,,,
Hailey Dang,Manager,Marketing,Manufacturing,Female,Asian,64,21-09-2019,"$1,08,780",6%,China,Shanghai,,NO,,,,,,,,,,,
Amelia Bui,Director,Engineering,Speciality Products,Female,Asian,46,21-10-2020,"$1,51,853",16%,China,Chengdu,,NO,,,,,,,,,,,
Elena Her,Account Representative,Sales,Manufacturing,Female,Asian,62,17-09-2006,"$64,669.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Ian Cortez,Analyst II,Marketing,Research & Development,Male,Latino,61,30-04-2008,"$69,352.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Christian Ali,Analyst II,Marketing,Research & Development,Male,Asian,65,17-10-2001,"$74,631.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Carter Ortiz,Quality Engineer,Engineering,Speciality Products,Male,Latino,54,29-04-2012,"$96,441.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Grayson Chan,Engineering Manager,Engineering,Speciality Products,Male,Asian,46,20-10-2011,"$1,14,250",14%,China,Chengdu,,NO,,,,,,,,,,,
Nolan Molina,Computer Systems Manager,IT,Corporate,Male,Latino,36,27-12-2020,"$70,165.00",7%,Brazil,Manaus,,NO,,,,,,,,,,,
Adam Kaur,Manager,IT,Corporate,Male,Asian,60,29-01-2000,"$1,09,059",7%,China,Chengdu,,NO,,,,,,,,,,,
Amelia Kaur,Operations Engineer,Engineering,Research & Development,Female,Asian,30,14-11-2015,"$77,442.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Autumn Gonzales,Analyst II,Sales,Corporate,Female,Latino,34,06-06-2012,"$72,126.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
Ezra Wilson,Service Desk Analyst,IT,Manufacturing,Male,Caucasian,55,18-10-2013,"$70,334.00",0%,United States,Miami,,NO,,,,,,,,,,,
Jacob Cheng,Quality Engineer,Engineering,Research & Development,Male,Asian,59,23-12-2009,"$78,006.00",0%,United States,Miami,,NO,,,,,,,,,,,
Melody Valdez,Director,IT,Manufacturing,Female,Latino,28,25-01-2021,"$1,60,385",23%,United States,Miami,18-05-2021, YES,,,,,,,,,,,
Caroline Nelson,Vice President,Finance,Corporate,Female,Caucasian,36,01-11-2014,"$2,02,323",39%,United States,Chicago,,NO,,,,,,,,,,,
Ellie Guerrero,Sr. Manger,Human Resources,Corporate,Female,Latino,29,13-07-2020,"$1,41,555",11%,Brazil,Manaus,,NO,,,,,,,,,,,
Genesis Zhu,Director,Finance,Speciality Products,Female,Asian,34,20-07-2020,"$1,84,960",18%,United States,Seattle,,NO,,,,,,,,,,,
Jonathan Ho,Vice President,IT,Manufacturing,Male,Asian,37,25-06-2011,"$2,21,592",31%,United States,Columbus,,NO,,,,,,,,,,,
Savannah Park,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,44,28-01-2009,"$53,301.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Nathan Chan,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,45,03-02-2000,"$91,276.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Sofia Vu,Sr. Manger,Human Resources,Research & Development,Female,Asian,52,09-05-2017,"$1,40,042",13%,United States,Austin,,NO,,,,,,,,,,,
Ruby Choi,Analyst,Accounting,Manufacturing,Female,Asian,40,12-06-2018,"$57,225.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Lily Pena,Manager,Human Resources,Speciality Products,Female,Latino,55,24-02-2010,"$1,02,839",5%,United States,Miami,,NO,,,,,,,,,,,
Liam Zhang,Director,Marketing,Research & Development,Male,Asian,29,15-09-2021,"$1,99,783",21%,United States,Chicago,04-10-2022, YES,,,,,,,,,,,
Ian Gutierrez,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,32,04-09-2021,"$70,980.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
David Simmons,Manager,Marketing,Corporate,Male,Caucasian,51,26-01-1997,"$1,04,431",7%,United States,Phoenix,,NO,,,,,,,,,,,
Lincoln Henderson,Business Partner,Human Resources,Speciality Products,Male,Caucasian,28,27-06-2021,"$48,510.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Nathan Miller,Quality Engineer,Engineering,Speciality Products,Male,Black,27,28-05-2019,"$70,110.00",0%,United States,Miami,01-07-2021, YES,,,,,,,,,,,
James Singh,Director,Marketing,Corporate,Male,Asian,45,03-12-2008,"$1,86,138",28%,China,Chongqing,,NO,,,,,,,,,,,
Kayden Ortega,Analyst,Accounting,Manufacturing,Male,Latino,58,19-04-2010,"$56,350.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Lucy Figueroa,Sr. Manger,Finance,Research & Development,Female,Latino,45,01-10-2016,"$1,49,761",12%,United States,Columbus,,NO,,,,,,,,,,,
Joshua Cortez,Sr. Manger,Finance,Corporate,Male,Latino,44,08-11-2007,"$1,26,277",13%,Brazil,Manaus,,NO,,,,,,,,,,,
Alexander Morris,Manager,Sales,Speciality Products,Male,Caucasian,33,21-06-2013,"$1,19,631",6%,United States,Phoenix,,NO,,,,,,,,,,,
Grayson Chin,Vice President,IT,Research & Development,Male,Asian,26,05-09-2020,"$2,56,561",39%,United States,Austin,,NO,,,,,,,,,,,
Allison Espinoza,Solutions Architect,IT,Speciality Products,Female,Latino,45,16-04-2020,"$66,958.00",0%,United States,Miami,,NO,,,,,,,,,,,
Naomi Chu,Sr. Manger,Sales,Manufacturing,Female,Asian,46,29-02-2004,"$1,58,897",10%,China,Chongqing,,NO,,,,,,,,,,,
Jameson Martin,Technical Architect,IT,Corporate,Male,Caucasian,37,15-02-2008,"$71,695.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Sebastian Gupta,Sr. Analyst,Marketing,Corporate,Male,Asian,40,22-09-2014,"$73,779.00",0%,China,Chongqing,05-09-2019, YES,,,,,,,,,,,
Eloise Pham,Manager,Sales,Speciality Products,Female,Asian,45,20-10-2011,"$1,23,640",7%,China,Shanghai,,NO,,,,,,,,,,,
Valentina Davis,Analyst,Sales,Speciality Products,Female,Caucasian,33,13-04-2014,"$46,878.00",0%,United States,Miami,,NO,,,,,,,,,,,
Brooklyn Daniels,Analyst,Marketing,Speciality Products,Female,Caucasian,64,02-10-2003,"$57,032.00",0%,United States,Miami,,NO,,,,,,,,,,,
Paisley Gomez,Sr. Analyst,Sales,Manufacturing,Female,Latino,57,10-02-2007,"$98,150.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Madison Li,Director,Marketing,Manufacturing,Female,Asian,35,03-06-2017,"$1,71,426",15%,China,Beijing,22-09-2017, YES,,,,,,,,,,,
Everleigh Simmons,Analyst,Finance,Manufacturing,Female,Caucasian,55,16-04-2021,"$48,266.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Logan Soto,Vice President,Finance,Research & Development,Male,Latino,36,18-08-2018,"$2,23,404",32%,United States,Columbus,,NO,,,,,,,,,,,
Charlotte Vo,System Administrator,IT,Speciality Products,Female,Asian,57,01-10-2014,"$74,854.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Alice Thompson,Vice President,Accounting,Speciality Products,Female,Caucasian,48,25-04-2007,"$2,17,783",36%,United States,Seattle,,NO,,,,,,,,,,,
Peyton Garza,Systems Analyst,IT,Manufacturing,Female,Latino,53,15-08-2004,"$44,735.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
Nora Nelson,Analyst II,Finance,Manufacturing,Female,Caucasian,41,01-09-2007,"$50,685.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Maverick Li,Analyst II,Sales,Research & Development,Male,Asian,34,03-10-2018,"$58,993.00",0%,United States,Austin,,NO,,,,,,,,,,,
Ian Barnes,Operations Engineer,Engineering,Corporate,Male,Caucasian,47,06-08-2020,"$1,15,765",0%,United States,Miami,02-02-2021, YES,,,,,,,,,,,
Athena Vu,Director,Accounting,Manufacturing,Female,Asian,63,03-06-2007,"$1,93,044",15%,United States,Miami,,NO,,,,,,,,,,,
Ruby Washington,Analyst,Marketing,Research & Development,Female,Black,65,17-06-2011,"$56,686.00",0%,United States,Seattle,06-09-2015, YES,,,,,,,,,,,
Bella Butler,Sr. Manger,Finance,Manufacturing,Female,Black,33,25-10-2019,"$1,31,652",11%,United States,Seattle,,NO,,,,,,,,,,,
Kinsley Henry,Director,Marketing,Manufacturing,Female,Black,45,29-02-2008,"$1,50,577",25%,United States,Miami,,NO,,,,,,,,,,,
Kennedy Romero,Engineering Manager,Engineering,Research & Development,Female,Latino,37,27-12-2018,"$87,359.00",11%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Zoe Do,Analyst II,Sales,Speciality Products,Female,Asian,60,01-08-2014,"$51,877.00",0%,China,Beijing,,NO,,,,,,,,,,,
Everett Khan,Solutions Architect,IT,Manufacturing,Male,Asian,43,18-01-2017,"$86,417.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Anna Han,System Administrator,IT,Research & Development,Female,Asian,65,05-08-2003,"$96,548.00",0%,United States,Austin,,NO,,,,,,,,,,,
Leilani Sharma,Sr. Analyst,Accounting,Manufacturing,Female,Asian,43,23-01-2014,"$92,940.00",0%,China,Chengdu,,NO,,,,,,,,,,,
Jordan Cho,Analyst II,Accounting,Speciality Products,Male,Asian,28,24-08-2018,"$61,410.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Nova Williams,Manager,Finance,Speciality Products,Female,Black,61,25-04-2010,"$1,10,302",6%,United States,Miami,,NO,,,,,,,,,,,
Scarlett Hill,Director,Engineering,Speciality Products,Female,Black,45,22-04-2018,"$1,87,205",24%,United States,Columbus,20-06-2022, YES,,,,,,,,,,,
Dominic Scott,Sr. Analyst,Sales,Corporate,Male,Caucasian,45,16-03-2011,"$81,687.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Anthony Marquez,Vice President,IT,Speciality Products,Male,Latino,54,15-08-2009,"$2,41,083",39%,United States,Columbus,,NO,,,,,,,,,,,
Elena Patterson,Vice President,Finance,Speciality Products,Female,Black,38,11-09-2018,"$2,23,805",36%,United States,Chicago,,NO,,,,,,,,,,,
Madison Nelson,Director,Accounting,Corporate,Female,Caucasian,27,16-07-2021,"$1,61,759",16%,United States,Miami,,NO,,,,,,,,,,,
William Walker,Computer Systems Manager,IT,Research & Development,Male,Black,40,24-02-2019,"$95,899.00",10%,United States,Columbus,03-08-2021, YES,,,,,,,,,,,
Lincoln Wong,Sr. Analyst,Finance,Corporate,Male,Asian,49,06-07-2019,"$80,700.00",0%,United States,Columbus,,NO,,,,,,,,,,,
James Huang,Manager,Human Resources,Speciality Products,Male,Asian,54,03-11-1997,"$1,28,136",5%,China,Beijing,,NO,,,,,,,,,,,
Emery Ford,Analyst II,Marketing,Corporate,Female,Caucasian,39,18-04-2017,"$58,745.00",0%,United States,Austin,,NO,,,,,,,,,,,
Paisley Trinh,Technical Architect,IT,Corporate,Female,Asian,57,05-04-1992,"$76,202.00",0%,United States,Austin,18-12-1994, YES,,,,,,,,,,,
Hudson Williams,Vice President,Sales,Speciality Products,Male,Black,36,19-03-2018,"$1,95,200",36%,United States,Austin,,NO,,,,,,,,,,,
Harper Phan,Analyst II,Finance,Manufacturing,Female,Asian,45,12-07-2016,"$71,454.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Madeline Allen,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,30,02-03-2020,"$94,652.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Charles Moore,Technical Architect,IT,Manufacturing,Male,Black,34,16-02-2016,"$63,411.00",0%,United States,Miami,,NO,,,,,,,,,,,
Lincoln Fong,Analyst II,Sales,Speciality Products,Male,Asian,31,17-02-2020,"$67,171.00",0%,China,Chongqing,05-01-2021, YES,,,,,,,,,,,
Isla Guzman,Sr. Manger,Accounting,Speciality Products,Female,Latino,28,07-06-2019,"$1,52,036",15%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Hailey Foster,Controls Engineer,Engineering,Manufacturing,Female,Black,55,21-03-2021,"$95,562.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Hudson Hill,Sr. Analyst,Sales,Research & Development,Male,Caucasian,30,11-04-2019,"$96,092.00",0%,United States,Austin,,NO,,,,,,,,,,,
Wyatt Li,Vice President,Engineering,Manufacturing,Male,Asian,63,06-03-2013,"$2,54,289",39%,United States,Chicago,,NO,,,,,,,,,,,
Maverick Henry,Computer Systems Manager,IT,Research & Development,Male,Caucasian,26,07-10-2019,"$69,110.00",5%,United States,Chicago,,NO,,,,,,,,,,,
Xavier Jackson,Vice President,Marketing,Speciality Products,Male,Caucasian,52,06-11-2002,"$2,36,314",34%,United States,Miami,,NO,,,,,,,,,,,
Christian Medina,Analyst,Marketing,Corporate,Male,Latino,51,19-06-2007,"$45,206.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Autumn Leung,Vice President,Finance,Research & Development,Female,Asian,25,15-11-2021,"$2,10,708",33%,United States,Chicago,,NO,,,,,,,,,,,
Robert Vazquez,System Administrator,IT,Corporate,Male,Latino,40,26-09-2021,"$87,770.00",0%,United States,Austin,,NO,,,,,,,,,,,
Aria Roberts,Manager,Accounting,Corporate,Female,Caucasian,38,08-12-2015,"$1,06,858",5%,United States,Seattle,,NO,,,,,,,,,,,
Axel Johnson,Director,Human Resources,Corporate,Male,Caucasian,60,14-04-2015,"$1,55,788",17%,United States,Seattle,,NO,,,,,,,,,,,
Madeline Garcia,Sr. Business Partner,Human Resources,Speciality Products,Female,Latino,45,26-04-2019,"$74,891.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Christopher Chung,Controls Engineer,Engineering,Corporate,Male,Asian,28,18-12-2021,"$95,670.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Eliana Turner,Account Representative,Sales,Research & Development,Female,Black,65,29-09-2000,"$67,837.00",0%,United States,Austin,,NO,,,,,,,,,,,
Daniel Shah,Analyst II,Sales,Research & Development,Male,Asian,41,06-04-2010,"$72,425.00",0%,China,Beijing,,NO,,,,,,,,,,,
Penelope Gonzalez,Sr. Analyst,Sales,Corporate,Female,Latino,52,16-10-1994,"$93,103.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Mila Allen,Controls Engineer,Engineering,Corporate,Female,Caucasian,56,14-10-2015,"$76,272.00",0%,United States,Miami,22-10-2021, YES,,,,,,,,,,,
Emilia Chu,Analyst II,Finance,Manufacturing,Female,Asian,48,24-06-2003,"$55,760.00",0%,United States,Austin,,NO,,,,,,,,,,,
Emily Clark,Vice President,Accounting,Corporate,Female,Caucasian,36,13-01-2020,"$2,53,294",40%,United States,Miami,,NO,,,,,,,,,,,
Roman King,Analyst II,Finance,Corporate,Male,Caucasian,60,16-08-2007,"$58,671.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Emery Do,Account Representative,Sales,Research & Development,Female,Asian,40,16-03-2018,"$55,457.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Autumn Thao,Account Representative,Sales,Manufacturing,Female,Asian,63,26-09-2017,"$72,340.00",0%,United States,Phoenix,04-03-2019, YES,,,,,,,,,,,
Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,29,11-02-2016,"$1,22,054",6%,United States,Phoenix,,NO,,,,,,,,,,,
Cora Zheng,Director,IT,Manufacturing,Female,Asian,27,01-03-2018,"$1,67,100",20%,China,Chengdu,,NO,,,,,,,,,,,
Ayla Daniels,Technical Architect,IT,Corporate,Female,Caucasian,53,23-04-1997,"$78,153.00",0%,United States,Miami,,NO,,,,,,,,,,,
Allison Daniels,Manager,Finance,Manufacturing,Female,Caucasian,37,14-04-2020,"$1,03,524",9%,United States,Phoenix,,NO,,,,,,,,,,,
Mateo Harris,Manager,IT,Corporate,Male,Caucasian,30,08-05-2017,"$1,19,906",5%,United States,Columbus,,NO,,,,,,,,,,,
Samantha Rogers,Analyst,Marketing,Speciality Products,Female,Caucasian,28,17-01-2020,"$45,061.00",0%,United States,Miami,,NO,,,,,,,,,,,
Julian Lee,IT Systems Architect,IT,Corporate,Male,Asian,51,17-01-2003,"$91,399.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Nicholas Avila,Enterprise Architect,IT,Research & Development,Male,Latino,28,28-09-2017,"$97,336.00",0%,United States,Austin,,NO,,,,,,,,,,,
Hailey Watson,Sr. Manger,Accounting,Corporate,Female,Black,31,20-01-2017,"$1,24,629",10%,United States,Columbus,,NO,,,,,,,,,,,
Willow Woods,Vice President,Human Resources,Speciality Products,Female,Caucasian,28,25-07-2021,"$2,31,850",39%,United States,Miami,,NO,,,,,,,,,,,
Alexander Gonzales,Manager,Accounting,Research & Development,Male,Latino,34,06-04-2018,"$1,28,329",8%,United States,Phoenix,,NO,,,,,,,,,,,
Aiden Gonzales,Vice President,Marketing,Speciality Products,Male,Latino,44,28-03-2021,"$1,86,033",34%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Joshua Chin,Sr. Manger,Marketing,Manufacturing,Male,Asian,60,26-07-2021,"$1,21,480",14%,United States,Phoenix,,NO,,,,,,,,,,,
Paisley Hall,Director,Human Resources,Speciality Products,Female,Caucasian,41,21-05-2010,"$1,53,275",24%,United States,Columbus,,NO,,,,,,,,,,,
Allison Leung,Sr. Analyst,Sales,Research & Development,Female,Asian,62,18-05-2020,"$97,830.00",0%,United States,Austin,,NO,,,,,,,,,,,
Hannah Mejia,Vice President,Marketing,Corporate,Female,Latino,47,13-03-1999,"$2,39,394",32%,United States,Austin,,NO,,,,,,,,,,,
Elizabeth Huang,Analyst,Finance,Speciality Products,Female,Asian,62,20-09-2002,"$49,738.00",0%,China,Beijing,,NO,,,,,,,,,,,
Abigail Garza,Analyst,Accounting,Manufacturing,Female,Latino,33,27-05-2018,"$45,049.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Raelynn Lu,Director,Finance,Research & Development,Female,Asian,27,26-05-2020,"$1,53,628",29%,China,Chongqing,12-12-2020, YES,,,,,,,,,,,
Charles Luu,Sr. Manger,Sales,Manufacturing,Male,Asian,25,15-06-2021,"$1,42,731",11%,China,Shanghai,06-03-2022, YES,,,,,,,,,,,
Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,Female,Latino,29,15-05-2020,"$1,37,106",12%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Adeline Thao,Vice President,Finance,Corporate,Female,Asian,54,09-05-2007,"$1,83,239",32%,United States,Seattle,,NO,,,,,,,,,,,
Kinsley Dixon,Analyst,Accounting,Manufacturing,Female,Caucasian,28,25-05-2019,"$45,819.00",0%,United States,Miami,,NO,,,,,,,,,,,
Natalia Vu,Analyst,Accounting,Research & Development,Female,Asian,54,29-12-2006,"$55,518.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Julia Mai,Manager,Marketing,Manufacturing,Female,Asian,50,03-11-2012,"$1,08,134",10%,China,Shanghai,,NO,,,,,,,,,,,
Camila Evans,Manager,Marketing,Research & Development,Female,Black,55,20-12-1992,"$1,13,950",9%,United States,Miami,,NO,,,,,,,,,,,
Everly Lai,Vice President,Marketing,Speciality Products,Female,Asian,52,04-01-1998,"$1,82,035",30%,United States,Chicago,,NO,,,,,,,,,,,
Adam He,Director,Accounting,Speciality Products,Male,Asian,35,16-08-2017,"$1,81,356",23%,China,Beijing,,NO,,,,,,,,,,,
Vivian Hunter,Account Representative,Sales,Corporate,Female,Black,26,21-08-2019,"$66,084.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Lucy Avila,Solutions Architect,IT,Speciality Products,Female,Latino,43,22-04-2010,"$76,912.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Eliana Li,Test Engineer,Engineering,Research & Development,Female,Asian,63,05-07-2018,"$67,987.00",0%,United States,Miami,,NO,,,,,,,,,,,
Logan Mitchell,Analyst II,Marketing,Manufacturing,Male,Caucasian,65,20-08-2005,"$59,833.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Dominic Dinh,Sr. Manger,Marketing,Speciality Products,Male,Asian,45,04-11-2005,"$1,28,468",11%,United States,Chicago,,NO,,,,,,,,,,,
Lucas Daniels,Manager,Sales,Corporate,Male,Black,42,29-05-2011,"$1,02,440",6%,United States,Chicago,,NO,,,,,,,,,,,
Andrew Holmes,Vice President,IT,Speciality Products,Male,Black,59,30-12-2010,"$2,46,619",36%,United States,Miami,,NO,,,,,,,,,,,
Julia Sandoval,Manager,Human Resources,Corporate,Female,Latino,42,19-11-2017,"$1,01,143",6%,United States,Miami,,NO,,,,,,,,,,,
Kennedy Vargas,Business Partner,Human Resources,Manufacturing,Female,Latino,45,14-10-2005,"$51,404.00",0%,Brazil,Manaus,12-06-2009, YES,,,,,,,,,,,
Thomas Williams,Field Engineer,Engineering,Speciality Products,Male,Caucasian,45,21-11-2015,"$87,292.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Raelynn Hong,Director,Marketing,Speciality Products,Female,Asian,28,12-11-2019,"$1,82,321",28%,China,Beijing,,NO,,,,,,,,,,,
Eli Reed,Systems Analyst,IT,Corporate,Male,Caucasian,51,27-02-2014,"$53,929.00",0%,United States,Miami,22-12-2017, YES,,,,,,,,,,,
Lyla Yoon,Vice President,Accounting,Manufacturing,Female,Asian,38,13-12-2012,"$1,91,571",32%,United States,Austin,,NO,,,,,,,,,,,
Hannah White,Sr. Manger,Accounting,Corporate,Female,Caucasian,62,30-01-2009,"$1,50,555",13%,United States,Phoenix,,NO,,,,,,,,,,,
Theodore Xi,Manager,Finance,Corporate,Male,Asian,52,10-05-2009,"$1,22,890",7%,China,Shanghai,,NO,,,,,,,,,,,
